"DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES"
"FRA;CTG;146;787;1481402"
"FRA;CTG;427;374774;705452091"
"FRA;CTG;42;1312;246963"
"FRA;CTG;5515;29645;55801969"
"FRA;CTG;82;44601;83954246"
"FRA;CTG;4;40011;75314306"
"FRA;CTG;1;17053;32099544"
"FRA;CTG;14;56025;105458099"
"FRA;CTG;7;50505;95067582"
"FRA;CTG;5;29647;55805734"
"FRA;CTG;2;15742;29631796"
"FRA;CTG;7;51553;97040274"
"FRA;CTG;2;23218;4370417"
"FRA;CTG;3;4592;8643705"
"FRA;CTG;18;618868;1164919991"
"FRA;CTG;3;7215;13581083"
"FRA;CTG;3;13118;24692536"
"FRA;CTG;1;1968;3704445"
"FRA;CTG;5;35419;666706"
"FRA;CTG;7;22957;43212879"
"FRA;CTG;18;5117;9631934"
"FRA;CTG;70;9183;17285528"
"FRA;CTG;5735;30828;58028778"
"FRA;CTG;1;525;988229"
"FRA;CTG;3;328;6174075"
"FRA;CTG;3;11806;22222906"
"FRA;CTG;3142;10363;19506689"
"FRA;CTG;4;20201;3802515"
"GLP;CTG;43472;3390816;638633067"
"GLP;CTG;755;888525;1674034412"
"GLP;CTG;1;252;47478312"
"GTM;BOG;43;1217468;2295560263"
"GTM;CTG;200;55;10367335"
"GTM;CTG;43;25;471243"
"GTM;CTG;48106;5348454;10066378758"
"GTM;CTG;2508;248292;470207941"
"GTM;CTG;80;2494;46874231"
"GTM;CTG;958879;10660293;20163117722"
"GTM;CTG;150087;717834;1349154646"
"GTM;CTG;41;2856;5371879"
"GTM;CTG;1;3593209;6804711408"
"GTM;CTG;10;675;12696143"
"GTM;CTG;10;2287;43016412"
"GTM;CTG;6;30186;56906345"
"GTM;CTG;1172;2675;50398605"
"GTM;CTG;600;167629;315668875"
"GTM;CTG;80;255415;480982203"
"GTM;CTG;50;103972;195793832"
"GTM;CTG;75;66952;126079989"
"GTM;CTG;150;46315;87217629"
"GTM;CTG;117309;2580969;4850879616"
"GTM;CTG;1056;907365;1711998135"
"GTM;CTG;2551037;5370112;10093018102"
"GTM;CTG;62585;1198596;2254451202"
"GTM;CTG;7;16656;31304619"
"GTM;CTG;130;57624;1089064788"
"GTM;CTG;20;45;8504775"
"GTM;CTG;1315;9871;1859123882"
"GTM;CTG;2487;1193;22472541"
"GTM;CTG;2000;1660;31275396"
"GTM;CTG;600;382;7195734"
"GTM;CTG;1;1743625;3302530368"
"GTM;CTG;755;43702;823371901"
"GTM;CTG;250;1712;32248944"
"GTM;CTG;2000;48542;919414605"
"GTM;CTG;750;218332;412466264"
"GTM;CTG;1750;334485;631899027"
"GTM;CTG;52685;797798;15030993"
"GTM;CTG;2367;411502;7773972333"
"GTM;CTG;399;90342;1700335816"
"GTM;CTG;5731;92112;173122661"
"GTM;CTG;500;5;93974"
"GTM;CTG;39;100526636;18897801248"
"GTM;CTG;40;13228;248806775"
"GTM;CTG;4839;1413;266159745"
"GTM;CTG;10395;361587;681103353"
"GTM;CTG;4977;1359784;2555659637"
"GTM;CTG;498767;83468;1575904949"
"GTM;CTG;90;1404;265926024"
"GTM;CTG;467004;1427797;269753009"
"GTM;CTG;360;7992;151373275"
"GTM;CTG;15900;47916;9032022252"
"GTM;CTG;1727;1944487;3665727448"
"GTM;CTG;20;972244;1832864666"
"GTM;CTG;6;9723;18329702"
"GTM;CTG;2270;5076084;9569382796"
"GTM;CTG;25;97224;183285713"
"GTM;CTG;15;4861;9163909"
"GTM;CTG;259;57362;108138269"
"GTM;CTG;166;140975;265764661"
"GTM;CTG;2;84000;158207280"
"GTM;CTG;10;4400;8287048"
"GTM;CTG;3;59259;11224010154"
"GTM;CTG;49;5;94292"
"GTM;CTG;1;60;1131504"
"GTM;CTG;1;10;188584"
"GTM;CTG;20;379;71405874"
"GTM;CTG;2;1087;204797322"
"GTM;CTG;9;299;56333394"
"GTM;CTG;25865;10400;19655480"
"GTM;CTG;2;112346;2111498132"
"GTM;CTG;3045;674038;1269685381"
"GTM;CTG;500;2543;479347871"
"GTM;CTG;462;74382;140207839"
"GTM;CTG;53;1031136;1944227551"
"GTM;CTG;900;2556;481938912"
"GTM;MAM;1925252;13555333;25867506411"
"HTI;CTG;1108;4597327;8658697618"
"HTI;CTG;19200;4608;866248704"
"HND;CTG;2775;1126448;2121259287"
"HND;CTG;20;271;50933908"
"HND;CTG;20;3458;6499242"
"HND;CTG;6;7278;13678855"
"HND;CTG;2112;69034;129846741"
"HND;CTG;200;800;1508416"
"HND;CTG;20000;11690;219878379"
"HND;CTG;1600;3240;60941484"
"HND;CTG;2;2033078;3829709029"
"HND;CTG;100;660;1247367"
"HND;CTG;1;2500;4709250"
"HND;CTG;1;2000;3767400"
"HND;CTG;1205;155097;292212054"
"HND;CTG;1;990785;1866341705"
"HND;CTG;1;90187;169885252"
"HND;CTG;288;5443;10252707"
"HND;CTG;1160;14536;273198306"
"HND;CTG;636;153976;289391733"
"HND;CTG;70;2018;37927503"
"HND;CTG;9000;8844;166219442"
"HND;CTG;450;6674;12543516"
"HND;CTG;6000;17040;320711544"
"HND;CTG;1526;1681;31638269"
"HND;CTG;3500;974397;1835198798"
"HND;CTG;6;336533;633910385"
"HND;CTG;22;1928467;3632556865"
"HND;CTG;2;134;2524091"
"HND;CTG;2;14;263711"
"HND;CTG;6;42;791133"
"HND;CTG;14288;28755;541761453"
"HND;CTG;269495;489963;92086586"
"HND;CTG;10000;2464;464592128"
"HND;CTG;40;24;451706"
"HND;CTG;2;24;451706"
"HND;CTG;6;72;1355119"
"HND;CTG;40;36;67756"
"HKG;CTG;210000;73630;1383846398"
"HKG;CTG;13472725;178662;33687077424"
"HKG;CTG;9686;32958;6214296816"
"HKG;CTG;17775;733426;1381554556"
"HKG;CTG;36927;1286686;2431772206"
"HKG;CTG;44115;822844;15486829208"
"HKG;CTG;22796;3601768;6779751977"
"IND;CTG;20;16000;30168320"
"IND;CTG;408;41616;782164397"
"IND;CTG;2671;12204;22942056"
"IND;CTG;29299;143383;269542834"
"IND;CTG;1055;3336192;6366421832"
"IRQ;CTG;20;4072300;7670787895"
"ISR;CTG;2;500000;942595000"
"ITA;CTG;6;79566;1499970275"
"ITA;CTG;1500;24400;45962280"
"ITA;CTG;1008;175103;331604808"
"ITA;CTG;17612;220150;416977309"
"ITA;CTG;10000;109075;2065945945"
"ITA;CTG;1;20346;382980896"
"ITA;CTG;2;203460;3829808964"
"ITA;CTG;2;298408;5617053147"
"ITA;CTG;8;13759;2589911606"
"ITA;CTG;1;13564;2553205976"
"ITA;CTG;3;27128;5106411952"
"ITA;CTG;2;5697;10723691"
"ITA;CTG;1;156;293645"
"ITA;CTG;5;22109;41616655"
"JAM;CTG;32;1384416;2615397175"
"JAM;CTG;177;2250732;4236642873"
"JAM;CTG;1440;28512;537183187"
"JAM;CTG;28000;4340;81693556"
"JAM;CTG;251;5724;107820126"
"JAM;CTG;17480;215004;4040957179"
"LBR;CTG;1;135000;257619150"
"MEX;BOG;150;641776;12064618669"
"MEX;CTG;37003;607906;1142535011"
"MEX;CTG;219572;3979743;7479767779"
"MEX;CTG;2272584;4403132;8275510469"
"MEX;CTG;507388;930211;1761605685"
"MEX;CTG;268815;427256;809124595"
"MEX;CTG;753362;5450924;10301973814"
"MEX;CTG;6516;2666932;5022953067"
"MEX;CTG;23160;450216;848742701"
"MEX;CTG;2386;706424;1331743461"
"MEX;CTG;131168;70580;1331689324"
"MEX;CTG;159997;37463296;70649782129"
"MEX;CTG;2;47858;9029751724"
"MEX;CTG;1;687;1292185"
"MEX;CTG;1;2210576;4160547195"
"MEX;CTG;1814388;36000;67755960"
"MEX;CTG;1516828;193952;3650389987"
"MEX;CTG;651308;13156296;24775147249"
"MEX;CTG;34944;846941;1600676143"
"MEX;CTG;2248;1908;35940996"
"MEX;CTG;1;90565;1706298939"
"MEX;CTG;3800;3325247;6274009535"
"MEX;CTG;40;63233;11910884"
"MEX;CTG;3200;6528;122964672"
"MEX;CTG;98222;977308;1840906215"
"MEX;CTG;585;6250;117631875"
"MEX;CTG;1;5000;9420300"
"MEX;CTG;1125;24750;46607715"
"MEX;CTG;8494;2170;4087629"
"MEX;CTG;1;12000;22670040"
"MEX;CTG;25;25;46987"
"MEX;CTG;14000;1105;208839475"
"MEX;CTG;34000;3842;724900876"
"MEX;CTG;20000;19506;3668903046"
"MEX;CTG;4;18;33945"
"MEX;CTG;212;1035;1951844"
"MEX;CTG;15;71;133895"
"MEX;CTG;1429;6975;13153734"
"MEX;CTG;134;132433;249747449"
"MEX;CTG;198;2;376182"
"MEX;CTG;14260;2013436;3787091907"
"MEX;CTG;3621;6781674;1278698196"
"MEX;CTG;87096;348384;6565052611"
"MEX;CTG;3737;1851792;3533756156"
"MEX;CTG;13320;414682;7816631295"
"MEX;CTG;1;40791;768359672"
"MEX;CTG;1;203955;384179836"
"NIC;CTG;50;355;6722884"
"NIC;CTG;1;1500000;2824710000"
"NOR;CTG;21016;6680362;12574712607"
"NLD;CTG;117;33912;638339141"
"NLD;CTG;800;320;6023488"
"NLD;CTG;329;2;37673"
"NLD;CTG;1001;1408;264627968"
"NLD;CTG;6120;10404;195630921"
"NLD;CTG;68340;11016;2080262679"
"NLD;CTG;13;474936;894370979"
"NLD;CTG;681;2264325;4269430074"
"NLD;CTG;6;2796;5266685"
"NLD;CTG;6295;9861;1858768917"
"NLD;CTG;21600;4010481;7561842135"
"NLD;CTG;1953;1416043;266843391"
"PAN;CTG;13248;12144;228816984"
"PAN;CTG;20000;209352;3943458948"
"PAN;CTG;26000;33800;63741392"
"PAN;CTG;18375;358313;674466892"
"PAN;CTG;230446;436374;8214042352"
"PAN;CTG;30;8763;165044095"
"PAN;CTG;5192;62928;118519854"
"PAN;CTG;2039;2472;46558142"
"PAN;CTG;1;2809;52905268"
"PAN;CTG;62;67806;1277071765"
"PAN;CTG;3;14850;27999972"
"PAN;CTG;190;1800;3396204"
"PAN;CTG;9;499;93994135"
"PAN;CTG;351;16263;306694159"
"PAN;CTG;2640;1018984;1915567642"
"PAN;CTG;1000;10;18837"
"PAN;CTG;186;3180;59780184"
"PAN;CTG;16481;52739;99142991"
"PAN;CTG;500;137;25754356"
"PAN;CTG;2;21150205;39750964289"
"PAN;CTG;140;56;1055891"
"PAN;CTG;58968;51892;97908788"
"PAN;CTG;18;159;29999802"
"PAN;CTG;6;44;8301832"
"PAN;CTG;4305;5166;97471055"
"PAN;CTG;9;246;46414788"
"PAN;CTG;400;1980;37213704"
"PAN;CTG;234106;959462;180908479"
"PAN;CTG;3053;91872;173226493"
"PAN;CTG;720;68954;130014146"
"PAN;CTG;5;32445;612941206"
"PAN;CTG;35;105846;199961088"
"PAN;CTG;4;57027;107733698"
"PAN;CTG;4;1071421;2024096411"
"PAN;CTG;3;725802;1371163364"
"PAN;CTG;4;655813;1238942246"
"PAN;CTG;4;13825;26117775"
"PAN;CTG;2400;2640;50378856"
"PAN;CTG;7788;52074;980089961"
"PAN;CTG;6;15579;2932497486"
"PAN;CTG;1;4298;809029732"
"PAN;CTG;2;3782;711900988"
"PAN;CTG;1;5373;1011381282"
"PAN;CTG;1980;9514;1795082492"
"PAN;CTG;12;77016;14585059"
"PAN;CTG;3;579;109649283"
"PAN;CTG;48;6624;12544332"
"PAN;CTG;10;3270;61552518"
"PAN;CTG;1190;73667;1389241753"
"PAN;CTG;28000;5580;10545921"
"PAN;CTG;288;17568;33202642"
"PAN;CTG;2835;30;565752"
"PAN;CTG;116352;550415;1034482976"
"PAN;CTG;390;123146;231447981"
"PAN;CTG;38;6574;1239540848"
"PAN;CTG;10;5;93973"
"PAN;CTG;1683;160;3007808"
"PAN;CTG;4;2720;51132736"
"PAN;CTG;186984;1567264;2955107618"
"PAN;CTG;2331;505;9521876"
"PAN;CTG;183769;1939312;3656611562"
"PAN;CTG;2748;5303496;10120608382"
"PAN;CTG;6;424117;798332394"
"PAN;CTG;1;20;376468"
"PAN;CTG;4;184;3465916"
"PAN;CTG;1;75;14127375"
"PAN;CTG;4;28;5270552"
"PAN;CTG;944;2247602;4240730502"
"PAN;CTG;2828;2647578;5013903789"
"PAN;CTG;402;1756769;3311529478"
"PAN;CTG;88000;38720;73178864"
"PAN;CTG;28;1271;239607649"
"PAN;CTG;10800;883091;1660105109"
"PAN;CTG;2;400;754076"
"PAN;CTG;40;6840;128946996"
"PAN;CTG;1;150;2827785"
"PAN;CTG;4;600;1131114"
"PAN;CTG;1;600;1131114"
"PAN;CTG;10;150;2827785"
"PAN;CTG;1;160;3016304"
"PAN;CTG;1;300;565557"
"PAN;CTG;1;50;942595"
"PAN;CTG;1;2000;3770380"
"PAN;CTG;5;40001;75409485"
"PAN;CTG;4;60;1131114"
"PAN;CTG;2;18000;33933420"
"PAN;CTG;1;1375;2592136"
"PAN;CTG;3;40;754076"
"PAN;CTG;3;75;14138925"
"PAN;CTG;3;294;55424586"
"PAN;CTG;5;56;10557064"
"PAN;CTG;7;140;2639266"
"PAN;CTG;2;34882;65925236"
"PAN;CTG;298;2279;429710008"
"PAN;CTG;573;32878;619921266"
"PAN;CTG;48;5280;99769516"
"PAN;CTG;372;357168;673329542"
"PAN;CTG;16;36696;69178932"
"PAN;CTG;42494;296692;558712573"
"PAN;CTG;6602;296269;557916005"
"PAN;CTG;42806;660217;1241128734"
"PAN;CTG;5903;140795;264677705"
"PAN;CTG;10564;83097;156212388"
"PAN;CTG;6016;3989;749884132"
"PAN;CTG;3732;3393;637843284"
"PAN;CTG;1170;3130;58840244"
"PAN;CTG;1076005;474303;8941512726"
"PAN;CTG;720;1944;36618156"
"PAN;CTG;2000;39984;751483286"
"PAN;CTG;8;64876;121931847"
"PAN;CTG;5670;122256;229952533"
"PRY;CTG;162;20;375976"
"PRY;CTG;457;1699;3193916"
"PRY;CTG;19026;302;567603"
"PRY;CTG;105;108049;204207208"
"PER;BOG;330;4224;797985408"
"PER;CTG;4;14310;268950726"
"PER;CTG;495;448325;844487386"
"PER;CTG;39946;2069094;3910484205"
"PER;CTG;4788;5193889;9785598509"
"PER;CTG;1400;3200;6030176"
"PER;CTG;499;400;757624"
"PER;CTG;36081;2674;506471644"
"PER;CTG;4;688;13031133"
"PER;CTG;50;1365;25853919"
"PER;CTG;7686;286532;541531153"
"PER;CTG;536376;1999576;3779098661"
"PER;CTG;366;1363;2576002"
"PER;CTG;10579;39437;74533958"
"PER;CTG;267646;997766;1885727852"
"PER;CTG;2640;1246367;2360332434"
"PER;CTG;11500;2377167;448088848"
"PER;CTG;4479;70400;132829312"
"PER;CTG;22;10483;19702589"
"PRI;CTG;26;3384;63742716"
"PRI;CTG;12312;1077847;2036236217"
"PRI;CTG;72358;38226;721240523"
"PRI;CTG;2;6602;1245652156"
"PRI;CTG;8400;32840;619204768"
"PRI;CTG;5250;15370;289804424"
"PRI;CTG;1050;3438;648241776"
"PRI;CTG;9423;262848;496769578"
"PRI;CTG;4435199;3451212;6496354396"
"PRI;CTG;41144;3351146;6299752342"
"PRI;CTG;18279;168042;316532313"
"PRI;CTG;168;192;36360384"
"GBR;CTG;17;4921524;9285833053"
"GBR;CTG;720;27792;524373898"
"GBR;CTG;3136;868672;1638992956"
"GBR;CTG;168;63168;119184119"
"GBR;CTG;240;210;3962238"
"GBR;CTG;19;19;358942"
"GBR;CTG;2;10;188917"
"GBR;CTG;19;19;358942"
"GBR;CTG;153900;344736;6500066227"
"DOM;CTG;4611;1597597;3025944574"
"DOM;CTG;8685;3009143;5699497391"
"DOM;CTG;1394778;1306478;2460280981"
"DOM;CTG;554;46;867086"
"DOM;CTG;13843;1390;26201083"
"DOM;CTG;2600;1953;368134641"
"DOM;CTG;6;19578;37001441"
"DOM;CTG;348;94788;179144581"
"DOM;CTG;3;39353;7453694318"
"DOM;CTG;1280;58568;1106905916"
"DOM;CTG;73916;4565328;8598430062"
"DOM;CTG;325;321916;60738467"
"DOM;CTG;260;254484;480155322"
"DOM;CTG;1;80825;1524989935"
"DOM;CTG;2002;8188;1538918224"
"DOM;CTG;783;1585;29847769"
"DOM;CTG;13752;865764;1627186123"
"DOM;CTG;1248;496704;936657657"
"DOM;CTG;1175;309025;582686626"
"DOM;CTG;10044;11258916;21303435507"
"DOM;CTG;1032;1361208;2563726371"
"DOM;CTG;5425;28210;533317304"
"DOM;CTG;750;252404;47554428"
"DOM;CTG;1375;694223;1314900015"
"DOM;CTG;65267;4482229;8470259771"
"DOM;CTG;109726;6354081;11944817076"
"DOM;CTG;1;6590784;12413214401"
"DOM;CTG;15;947;1785275"
"DOM;CTG;3147675;3197955;6043975052"
"DOM;CTG;780;985512;186633306"
"DOM;CTG;1920;2556;482020704"
"DOM;CTG;4;20691;3896984322"
"DOM;CTG;3820;18718;352486145"
"DOM;CTG;26;28217;53044574"
"DOM;CTG;500;225553;427210915"
"DOM;CTG;78;23085;43453819"
"DOM;CTG;5111;897675;168972956"
"DOM;CTG;2100;3605;687938545"
"DOM;CTG;50;5785;109077332"
"DOM;CTG;5568;2880;54128448"
"ROU;CTG;1;35002599;65932645606"
"CHE;CTG;2;1383214;2619489177"
"CHE;CTG;2;9534;18055203"
"CHE;CTG;2;43826;82996364"
"CHE;CTG;14;529357;1002480406"
"CHE;CTG;1;173;3276222"
"CHE;CTG;1;471126;892204285"
"CHE;CTG;6;115614;218946325"
"CHE;CTG;1;1972;3734514"
"CHE;CTG;2;202338;383181634"
"CHE;CTG;40;1819;3444768"
"CHE;CTG;12250;363825;685318961"
"SUR;CTG;2381;11328;2135917056"
"SUR;CTG;300;10400;19698224"
"SUR;CTG;3;6;1133502"
"SUR;CTG;1;10500;19772970"
"THA;BOG;683;38000;71649760"
"THA;CTG;42654;71366;13445782596"
"THA;CTG;21846;3233208;611060146"
"TTO;CTG;906;112557;212166568"
"TTO;CTG;600;1160;2192342"
"TTO;CTG;224;35694;674598754"
"TTO;CTG;1;180;340191"
"TTO;CTG;3240;94902;1789083014"
"TTO;CTG;20800;47379;8939374962"
"TTO;CTG;100;1000;1885190"
"TTO;CTG;55000;11550;21741027"
"TTO;CTG;82500;43725;821793885"
"TTO;CTG;4996;742144;1399327355"
"TTO;CTG;1000;1225092;2309935468"
"TTO;CTG;2175;2343944;4419553291"
"TTO;CTG;1650;248363;473948629"
"UGA;CTG;107;356270;6713658761"
"VEN;CTG;1146;1134936;2133066815"
"VEN;CTG;314935;7224831;13578780871"
"VEN;CTG;60398;12000;22570920"
"VEN;CTG;432000;35646048;67144678315"
"VEN;CTG;12400;118358;22331550724"
"VEN;CTG;4358352;6727873;12671410566"
"VEN;CTG;2016;24400;45894204"
"VEN;CTG;130;103976;196179837"
"VEN;CTG;315;153228;289107526"
"VEN;CTG;614;816329;1540233231"
"VEN;CTG;108;42999;81129653"
"VEN;CTG;134;438544;827436048"
"VEN;CTG;812;1333075;2515219249"
"VEN;CTG;324;388009;732087621"
"VEN;CTG;446;738033;1392505904"
"VEN;CTG;18;187454;353684458"
"VEN;CTG;73;214754;405193552"
"VEN;CTG;20000;40314;7578548232"
"VEN;CTG;45571;410139;7724639954"
"VEN;CTG;12;22475571;4235364026"
"VEN;CTG;1;6477463;12206325601"
"VEN;CTG;28;2886;543846498"
"VEN;CTG;75;86775;1635214133"
"VEN;CTG;173;304122;5730966205"
"VEN;CTG;151;142609;2687366779"
"VEN;CTG;443;903559;17026936864"
"VEN;CTG;70;323992;6105402446"
"VEN;CTG;4;57782;1088861343"
"VEN;CTG;569;121621;2291862611"
"VEN;CTG;15;33633;63458072"
"VEN;CTG;4;15036;28369624"
"VEN;CTG;44;258644;488004326"
"VEN;CTG;2;3956;7464102"
"VEN;CTG;18;13113;247413461"
"VEN;CTG;3;11277;21277218"
"VEN;CUC;395;1401242;2642518213"
"VEN;CUC;1484;441779;8331245094"
"VEN;MAI;28450;497875;9364580663"
"XCF;CTG;91500;315172;593225604"
"XCF;CTG;58196;439582;82838813"
"XCF;CTG;130170;16411454;30947773941"
"XCF;CTG;115060;1444808;2726477353"
"XCF;CTG;300;138763;260799508"
"XCF;CTG;25;8024;15080787"
"XCF;CTG;100;24378;45817476"
"XCF;CTG;320;155631;292810501"
"XCF;CTG;600;267783;50381784"
"XCF;CTG;300;83671;157587635"
"XCF;CTG;500;293996;552553722"
"XCF;CTG;200;110196;207327242"
"XCF;CTG;125;532337;1008278218"
"XCF;CTG;188100;30614504;57744745282"
"XCF;CTG;1063544;272139301;51214715012"
"XCF;CTG;817080;178136947;33550712565"
"XCF;CTG;152538;38123392;71816096304"
"XCF;CTG;168;84889;159581133"
"XCF;CTG;490;1728423;3249227829"
"XCF;CTG;457;868228;1632164453"
"XCF;CTG;40000;115920;2212089768"
"XCF;CTG;1500;2850;53640135"
"XCF;CTG;60;1140;21456054"
"XCF;CTG;1000;940;17691834"
"XCF;CTG;180;2160;40653576"
"XCF;CTG;1440;5760;108409536"
"XCF;CTG;49800;10873578;20503811193"
"XCF;CTG;17971697;21925323;41309309877"
"XCF;CTG;36042;6694632;12620652084"
"XCF;CTG;224808;59341835;1117847458"
"XCF;CTG;4500;585;11032164"
"XCF;CTG;4096;19206;36172964"
"XCF;CTG;276682;8645262;16398833474"
"XCF;CTG;24;2416;4564235"
"DEU;BAQ;48326;6540487;12332219048"
"DEU;CTG;35;35;660373"
"DEU;CTG;14225000;9593025;18166982954"
"DEU;CTG;18000;8100;15272712"
"DEU;CTG;26000;35;66282"
"ABW;BAQ;504;560;10541104"
"ABW;BAQ;1;3908724;7362667963"
"ABW;BAQ;4200;1716507;32355642"
"ABW;BAQ;540155;382887;730659433"
"ABW;BAQ;154487;372963;711721563"
"ABW;BAQ;1717;346149;660552675"
"ABW;BAQ;11;77652;146167466"
"ABW;BAQ;62;1575;300555675"
"ABW;BAQ;10;680;12780464"
"ABW;BAQ;102;9570;179866236"
"ABW;BAQ;8653;558804;105246263"
"ABW;BAQ;93;29;54505"
"ABW;BAQ;30;467478;8799525385"
"ABW;BAQ;556;915;172859055"
"ABW;BAQ;1;15;283376"
"ABW;BAQ;3537;8000;15113360"
"ABW;CTG;1561000;1651553;3111624945"
"ABW;CTG;124000;15524;292481474"
"ANT;BAQ;61872;4003875;7525202985"
"ANT;BAQ;2284985;10201343;19173220141"
"ANT;BAQ;153;765;14378022"
"ANT;BAQ;87805;360001;676614679"
"ANT;BAQ;8713;693;130247964"
"ANT;BAQ;2210;116928;221434739"
"ANT;BAQ;9;68211;129175945"
"ANT;BAQ;6165;734465;1380397589"
"ANT;BAQ;167915;1815741;341261258"
"ANT;BAQ;83448;91905;172731771"
"ANT;BAQ;1301;43712;8215582976"
"ANT;BAQ;144;4896;920193408"
"ANT;BAQ;915;29458;554735381"
"ANT;BAQ;25829;7055;132855527"
"ANT;BAQ;480;100875;189961748"
"ANT;BAQ;4668;1340;25234076"
"ANT;BAQ;7635;5420;102066188"
"ANT;BAQ;30;150;281919"
"ANT;BAQ;1176;18468;3476305512"
"ANT;BAQ;132;13464;256932166"
"ANT;BAQ;48;6378;121710736"
"ANT;BAQ;44;1176;2244149"
"ANT;BAQ;90;2162;4125723"
"ANT;BAQ;11000;5011;943781762"
"ANT;BAQ;3;2376;447243984"
"ANT;BAQ;215;6100195;11482641056"
"ANT;BAQ;100;100;188234"
"ANT;BAQ;1;557;104846338"
"ANT;BAQ;2;240;4517616"
"ARG;BAQ;25800;22059;4177467243"
"ARG;BOG;850;42500;79999450"
"ARG;CTG;14404;4076332;7681562311"
"ARG;CTG;105;12360;23281914"
"ARG;CTG;1224000;6596137;12433520361"
"ARG;CTG;2323781;8388851;15805098615"
"AUS;BAQ;15200;36000;67764240"
"BRB;BAQ;11611;599404;1126807592"
"BRB;BAQ;25588;6948;1312595316"
"BRB;BAQ;720;3672;69167628"
"BEL;BAQ;21212;14599263;27545597443"
"BEL;BAQ;21969;15016842;28314555928"
"BEL;BAQ;24233;17030952;32080352735"
"BEL;BAQ;22436;15807194;29804780431"
"BEL;BAQ;1011;2792048;5264462345"
"BEL;CTG;81250;17850625;33606437963"
"BLZ;BAQ;2548036;788344;1483931445"
"BRA;BAQ;44160;34120;642527368"
"BRA;BAQ;20520;29754;5593394952"
"BRA;CTG;20160;77616;14587771968"
"BRA;CTG;2721431;10360276;19471931536"
"BRA;CTG;75000;5624475;10625589436"
"BRA;CTG;400;1004;189095368"
"BRA;CTG;500;580;10923836"
"BRA;CTG;12065;10753;20252415"
"BRA;CTG;1050;36225;682268895"
"BRA;CTG;25;15275;28769241"
"BRA;CTG;675;37665;709390143"
"BRA;CTG;20666;2041801;3852429291"
"BRA;CTG;45820;183280;3455781056"
"CAN;BAQ;18900;204498;3858427364"
"CAN;BAQ;23;8000;15069200"
"KOR;BAQ;18770;288846;5432933299"
"KOR;BAQ;70000;29087576;54974064261"
"KOR;BAQ;73040;2255475;4239075044"
"CRI;BAQ;25000;30300;57131256"
"CRI;BAQ;16800;33533;6326939374"
"CRI;BAQ;4312900;673778;12673157778"
"CRI;BAQ;9657;4001179;7541891183"
"CRI;BAQ;888;2911;548330515"
"CRI;BAQ;1994000;3553999;6697262336"
"CRI;BAQ;1180;590309;11150918258"
"CRI;BAQ;24000;8160;153598944"
"CRI;BAQ;18000;12150;22870431"
"CRI;BAQ;1920;34752;654150797"
"CRI;BAQ;1;4000;7532560"
"CRI;BAQ;52000;15080;284178076"
"CRI;BAQ;38000;117609;22227513"
"CRI;BAQ;5;10750;20208710"
"CRI;BAQ;96;816;15421992"
"CRI;BAQ;1000;201;37987995"
"CRI;BAQ;7025;379799;713824625"
"CUB;BAQ;590433;499365;9413293803"
"CUB;BAQ;3004;328812;6199816022"
"CUB;BAQ;102278;254303;4794098898"
"CUB;BAQ;61;121546;229177414"
"CUB;BAQ;1400;64825;12219766"
"CUB;BAQ;24476;37714;711105013"
"CUB;BAQ;378;634828;1196980891"
"CUB;BAQ;1;3983;751002616"
"CHL;BAQ;18523;576558;10860334767"
"CHL;BAQ;20000;6000;11306580"
"CHL;BAQ;150;1710;32263938"
"CHL;BOG;114798;456762;859128213"
"CHL;BOG;7900;180115;338594586"
"CHL;BOG;20093;4196673;7889241639"
"CHL;BOG;18367;381134;716486184"
"CHL;BOG;67;278551;52512156"
"CHL;BOG;8;270512;509966517"
"CHL;CTG;93695;3023512;5693696388"
"CHL;CTG;41022;945352;17792564527"
"CHN;BAQ;20745;1169955;2203844234"
"CHN;BAQ;19973;933538;17613808276"
"CHN;BAQ;128663;15188953;28616898789"
"CHN;BAQ;7595;848;16182299"
"CHN;BAQ;43310;1038419;19567942929"
"TWN;BAQ;50000;16625;313224975"
"ECU;BAQ;640;4220005;7949223418"
"ECU;BAQ;508;5372656;10120472108"
"ECU;BAQ;2000;10357047;19509569438"
"ECU;BAQ;21576;4260696;8019098549"
"ECU;BAQ;100;48421;9100630108"
"ECU;BAQ;25065;215559;4063696712"
"ECU;BAQ;1151;3592465;6765114541"
"ECU;BAQ;87663;286946;541042422"
"ECU;BAQ;10616;222562;419631544"
"ECU;BAQ;100;1675;315732475"
"ECU;CTG;390;19968;378147994"
"ECU;CTG;576;393408;745024268"
"ECU;CTG;15600;18312;3453350208"
"ECU;IPI;70000;46305;873673479"
"SLV;BAQ;4;1100;2083147"
"ESP;BAQ;20085;2531582;4776538286"
"ESP;BAQ;20689;1328272;2501999553"
"ESP;BAQ;22100;13260;249272088"
"ESP;BOG;111;37200;70988388"
"USA;BAQ;1540;44632;840710668"
"USA;BAQ;360001;747416;14050523901"
"USA;BAQ;129257;15502961;29222300856"
"USA;BAQ;2550;33063;6226225782"
"USA;BAQ;3836874;353399;66692521"
"USA;BAQ;266112;367248;700815686"
"USA;BAQ;2680;12124;23136108"
"USA;BAQ;24145;19557;3675659922"
"USA;BAQ;28880;623808;11750671296"
"USA;BAQ;18160;10896;2063767776"
